Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
27,28,6,6,22,23,1,train/17/00017_00032_00000.png
26,28,5,6,21,23,1,train/17/00017_00032_00001.png
27,28,6,6,22,23,1,train/17/00017_00032_00002.png
27,28,6,5,22,23,1,train/17/00017_00032_00003.png
28,29,5,5,23,24,1,train/17/00017_00032_00004.png
28,30,5,6,23,25,1,train/17/00017_00032_00005.png
28,30,5,6,23,25,1,train/17/00017_00032_00006.png
29,29,6,5,24,24,1,train/17/00017_00032_00007.png
30,31,6,5,25,26,1,train/17/00017_00032_00008.png
29,31,5,5,24,26,1,train/17/00017_00032_00009.png
33,33,5,6,28,28,1,train/17/00017_00032_00010.png
34,33,6,6,29,28,1,train/17/00017_00032_00011.png
33,32,5,5,28,27,1,train/17/00017_00032_00012.png
33,33,5,6,28,28,1,train/17/00017_00032_00013.png
34,35,6,5,29,30,1,train/17/00017_00032_00014.png
33,34,5,5,28,29,1,train/17/00017_00032_00015.png
34,34,6,5,29,29,1,train/17/00017_00032_00016.png
35,38,6,6,30,33,1,train/17/00017_00032_00017.png
34,39,5,6,29,34,1,train/17/00017_00032_00018.png
35,38,6,5,30,33,1,train/17/00017_00032_00019.png
34,38,5,5,29,33,1,train/17/00017_00032_00020.png
34,39,5,6,29,34,1,train/17/00017_00032_00021.png
36,39,5,5,31,34,1,train/17/00017_00032_00022.png
37,42,6,6,32,37,1,train/17/00017_00032_00023.png
36,41,5,5,31,36,1,train/17/00017_00032_00024.png
39,42,5,5,34,37,1,train/17/00017_00032_00025.png
40,43,6,6,35,38,1,train/17/00017_00032_00026.png
41,43,5,6,36,38,1,train/17/00017_00032_00027.png
45,47,6,5,40,42,1,train/17/00017_00032_00028.png
46,49,5,6,41,44,1,train/17/00017_00032_00029.png
27,29,6,6,22,24,1,train/17/00017_00033_00000.png
26,28,5,5,21,23,1,train/17/00017_00033_00001.png
27,29,6,6,22,24,1,train/17/00017_00033_00002.png
27,28,6,5,22,23,1,train/17/00017_00033_00003.png
28,30,6,6,23,25,1,train/17/00017_00033_00004.png
27,28,6,5,22,23,1,train/17/00017_00033_00005.png
28,29,6,5,23,24,1,train/17/00017_00033_00006.png
28,29,6,6,23,24,1,train/17/00017_00033_00007.png
29,29,6,5,24,24,1,train/17/00017_00033_00008.png
28,29,5,5,23,24,1,train/17/00017_00033_00009.png
29,31,5,6,24,26,1,train/17/00017_00033_00010.png
29,30,5,5,24,25,1,train/17/00017_00033_00011.png
29,31,5,6,24,26,1,train/17/00017_00033_00012.png
30,31,5,5,25,26,1,train/17/00017_00033_00013.png
30,31,5,5,25,26,1,train/17/00017_00033_00014.png
31,31,6,5,26,26,1,train/17/00017_00033_00015.png
31,33,5,6,26,28,1,train/17/00017_00033_00016.png
32,34,5,6,27,29,1,train/17/00017_00033_00017.png
33,33,6,5,28,28,1,train/17/00017_00033_00018.png
32,34,5,6,27,29,1,train/17/00017_00033_00019.png
35,36,5,6,30,31,1,train/17/00017_00033_00020.png
35,36,5,6,30,31,1,train/17/00017_00033_00021.png
35,36,5,6,30,31,1,train/17/00017_00033_00022.png
34,35,5,6,29,30,1,train/17/00017_00033_00023.png
35,36,5,6,30,31,1,train/17/00017_00033_00024.png
37,37,5,5,32,32,1,train/17/00017_00033_00025.png
39,40,6,5,34,35,1,train/17/00017_00033_00026.png
40,41,6,5,35,36,1,train/17/00017_00033_00027.png
41,43,5,5,36,38,1,train/17/00017_00033_00028.png
42,44,5,5,37,39,1,train/17/00017_00033_00029.png
27,27,6,6,22,22,1,train/17/00017_00034_00000.png
27,27,5,5,22,22,1,train/17/00017_00034_00001.png
26,26,5,5,21,21,1,train/17/00017_00034_00002.png
26,26,5,5,21,21,1,train/17/00017_00034_00003.png
29,30,6,6,24,25,1,train/17/00017_00034_00004.png
28,30,5,6,23,25,1,train/17/00017_00034_00005.png
29,31,6,6,24,26,1,train/17/00017_00034_00006.png
29,31,5,6,24,26,1,train/17/00017_00034_00007.png
31,30,6,5,26,25,1,train/17/00017_00034_00008.png
31,31,6,5,26,26,1,train/17/00017_00034_00009.png
30,33,5,6,25,28,1,train/17/00017_00034_00010.png
31,35,5,6,26,30,1,train/17/00017_00034_00011.png
32,35,5,6,27,30,1,train/17/00017_00034_00012.png
34,36,6,6,29,31,1,train/17/00017_00034_00013.png
34,37,5,6,29,32,1,train/17/00017_00034_00014.png
36,39,5,6,31,34,1,train/17/00017_00034_00015.png
36,39,5,6,31,34,1,train/17/00017_00034_00016.png
39,41,6,6,34,36,1,train/17/00017_00034_00017.png
39,41,6,6,34,36,1,train/17/00017_00034_00018.png
40,42,6,5,35,37,1,train/17/00017_00034_00019.png
41,43,6,6,36,38,1,train/17/00017_00034_00020.png
43,46,5,5,38,41,1,train/17/00017_00034_00021.png
44,48,5,6,39,43,1,train/17/00017_00034_00022.png
46,50,5,6,41,45,1,train/17/00017_00034_00023.png
50,54,5,6,45,49,1,train/17/00017_00034_00024.png
52,55,5,5,47,50,1,train/17/00017_00034_00025.png
55,60,5,5,50,55,1,train/17/00017_00034_00026.png
60,64,6,5,55,59,1,train/17/00017_00034_00027.png
63,71,5,6,58,65,1,train/17/00017_00034_00028.png
71,80,6,8,65,73,1,train/17/00017_00034_00029.png
26,26,5,5,21,21,1,train/17/00017_00035_00000.png
27,26,6,5,22,21,1,train/17/00017_00035_00001.png
27,26,6,5,22,21,1,train/17/00017_00035_00002.png
26,26,5,5,21,21,1,train/17/00017_00035_00003.png
27,28,5,6,22,23,1,train/17/00017_00035_00004.png
27,27,5,5,22,22,1,train/17/00017_00035_00005.png
28,29,5,6,23,24,1,train/17/00017_00035_00006.png
28,29,5,6,23,24,1,train/17/00017_00035_00007.png
28,28,6,6,23,23,1,train/17/00017_00035_00008.png
28,28,5,5,23,23,1,train/17/00017_00035_00009.png
30,30,6,6,25,25,1,train/17/00017_00035_00010.png
30,30,6,6,25,25,1,train/17/00017_00035_00011.png
31,30,6,5,26,25,1,train/17/00017_00035_00012.png
30,30,5,5,25,25,1,train/17/00017_00035_00013.png
31,31,6,6,26,26,1,train/17/00017_00035_00014.png
30,31,5,5,25,26,1,train/17/00017_00035_00015.png
30,31,5,5,25,26,1,train/17/00017_00035_00016.png
31,32,6,6,26,27,1,train/17/00017_00035_00017.png
32,33,6,6,27,28,1,train/17/00017_00035_00018.png
32,33,5,5,27,28,1,train/17/00017_00035_00019.png
34,34,6,5,29,29,1,train/17/00017_00035_00020.png
33,34,5,5,28,29,1,train/17/00017_00035_00021.png
34,34,6,5,29,29,1,train/17/00017_00035_00022.png
35,35,6,5,30,30,1,train/17/00017_00035_00023.png
35,35,6,5,30,30,1,train/17/00017_00035_00024.png
37,38,6,6,32,33,1,train/17/00017_00035_00025.png
37,38,6,6,32,33,1,train/17/00017_00035_00026.png
38,39,5,5,33,34,1,train/17/00017_00035_00027.png
38,40,5,6,33,35,1,train/17/00017_00035_00028.png
38,39,5,5,33,34,1,train/17/00017_00035_00029.png
26,30,5,5,21,25,1,train/17/00017_00036_00000.png
26,31,5,5,21,26,1,train/17/00017_00036_00001.png
26,31,5,5,21,26,1,train/17/00017_00036_00002.png
27,31,6,5,22,26,1,train/17/00017_00036_00003.png
26,32,5,6,21,27,1,train/17/00017_00036_00004.png
26,32,5,6,21,27,1,train/17/00017_00036_00005.png
27,31,6,5,22,26,1,train/17/00017_00036_00006.png
26,32,5,5,21,27,1,train/17/00017_00036_00007.png
26,32,5,5,21,27,1,train/17/00017_00036_00008.png
27,32,6,6,22,27,1,train/17/00017_00036_00009.png
27,33,5,5,22,28,1,train/17/00017_00036_00010.png
27,33,5,5,22,28,1,train/17/00017_00036_00011.png
29,35,6,6,24,30,1,train/17/00017_00036_00012.png
30,35,6,6,25,30,1,train/17/00017_00036_00013.png
30,35,6,6,25,30,1,train/17/00017_00036_00014.png
29,36,6,6,24,31,1,train/17/00017_00036_00015.png
29,35,6,5,24,30,1,train/17/00017_00036_00016.png
28,35,6,6,23,30,1,train/17/00017_00036_00017.png
26,35,5,6,21,30,1,train/17/00017_00036_00018.png
27,37,6,6,22,32,1,train/17/00017_00036_00019.png
28,36,6,5,23,31,1,train/17/00017_00036_00020.png
27,36,5,5,22,31,1,train/17/00017_00036_00021.png
27,37,5,6,22,32,1,train/17/00017_00036_00022.png
28,37,5,5,23,32,1,train/17/00017_00036_00023.png
30,37,6,5,25,32,1,train/17/00017_00036_00024.png
30,38,6,5,25,33,1,train/17/00017_00036_00025.png
30,38,5,5,25,33,1,train/17/00017_00036_00026.png
31,39,6,6,26,34,1,train/17/00017_00036_00027.png
30,39,6,6,25,34,1,train/17/00017_00036_00028.png
35,41,6,6,30,36,1,train/17/00017_00036_00029.png
